PassengerId,SibSp,Parch,Fare,Survived,Sex_dum_male,Cabin_dum_0,Cabin_dum_1,Embarked_dum_0,Title_dum_0,Title_dum_1
825,4,1,39.6875,0,1,0,0,0,1,1
51,4,1,39.6875,0,1,0,0,0,1,1
584,0,0,40.125,0,1,0,1,1,0,0
44,1,2,41.5792,1,0,0,0,1,1,0
609,1,2,41.5792,1,0,0,0,1,0,1
686,1,2,41.5792,0,1,0,0,1,0,0
603,0,0,42.4,0,1,0,0,0,0,0
72,5,2,46.9,0,0,0,0,0,1,0
679,1,6,46.9,0,0,0,0,0,0,1
60,5,2,46.9,0,1,0,0,0,1,1
481,5,2,46.9,0,1,0,0,0,1,1
684,5,2,46.9,0,1,0,0,0,0,0
387,5,2,46.9,0,1,0,0,0,1,1
84,0,0,47.1,0,1,0,0,0,0,0
711,0,0,49.5042,1,0,1,0,1,0,0
186,0,0,50.0,0,1,0,1,0,0,0
868,0,0,50.4958,0,1,0,1,0,0,0
572,2,0,51.4792,1,0,1,0,0,0,1
7,0,0,51.8625,0,1,1,1,0,0,0
672,1,0,52.0,0,1,0,1,0,0,0
476,0,0,52.0,0,1,0,1,0,0,0
36,1,0,52.0,0,1,0,0,0,0,0
384,1,0,52.0,1,0,0,0,0,0,1
872,1,1,52.5542,1,0,0,0,0,0,1
249,1,1,52.5542,1,1,0,0,0,0,0
4,1,0,53.1,1,0,1,0,0,0,1
810,1,0,53.1,1,0,1,1,0,0,1
749,1,0,53.1,0,1,0,0,0,0,0
725,1,0,53.1,1,1,1,1,0,0,0
167,0,1,55.0,1,0,1,1,0,0,1
357,0,1,55.0,1,0,1,1,0,1,0
371,1,0,55.4417,1,1,1,1,1,0,0
578,1,0,55.9,1,0,1,1,0,0,1
435,1,0,55.9,0,1,1,1,0,0,0
510,0,0,56.4958,1,1,0,0,0,0,0
75,0,0,56.4958,1,1,0,0,0,0,0
170,0,0,56.4958,0,1,0,0,0,0,0
839,0,0,56.4958,1,1,0,0,0,0,0
693,0,0,56.4958,1,1,0,0,0,0,0
827,0,0,56.4958,0,1,0,0,0,0,0
691,1,0,57.0,1,1,0,1,0,0,0
782,1,0,57.0,1,0,0,1,0,0,1
524,0,1,57.9792,1,0,0,1,1,0,1
330,0,1,57.9792,1,0,0,1,1,1,0
514,1,0,59.4,1,0,0,0,1,0,1
93,1,0,61.175,0,1,1,1,0,0,0
156,0,1,61.3792,0,1,0,0,1,0,0
755,1,2,65.0,1,0,0,0,0,0,1
616,1,2,65.0,1,0,0,0,0,1,0
337,1,0,66.6,0,1,1,0,0,0,0
152,1,0,66.6,1,0,1,0,0,0,1
642,0,0,69.3,1,0,0,1,1,0,0
370,0,0,69.3,1,0,0,1,1,0,0
325,8,2,69.55,0,1,0,0,0,0,0
847,8,2,69.55,0,1,0,0,0,0,0
202,8,2,69.55,0,1,0,0,0,0,0
864,8,2,69.55,0,0,0,0,0,1,0
181,8,2,69.55,0,0,0,0,0,1,0
160,8,2,69.55,0,1,0,0,0,1,1
793,8,2,69.55,0,0,0,0,0,1,0
541,0,2,71.0,1,0,0,1,0,1,0
746,1,1,71.0,0,1,0,1,0,1,0
2,1,0,71.2833,1,0,1,0,1,0,1
666,2,0,73.5,0,1,0,0,0,0,0
386,0,0,73.5,0,1,0,0,0,0,0
656,2,0,73.5,0,1,0,0,0,0,0
367,1,0,75.25,1,0,0,0,1,0,1
682,0,0,76.7292,1,1,0,0,1,0,0
646,1,0,76.7292,1,1,0,0,1,0,0
53,1,0,76.7292,1,0,0,0,1,0,1
103,0,1,77.2875,0,1,0,0,0,0,0
125,0,1,77.2875,0,1,0,0,0,0,0
766,1,0,77.9583,1,0,0,0,0,0,1
628,0,0,77.9583,1,0,0,0,0,1,0
497,1,0,78.2667,1,0,0,0,1,1,0
742,1,0,78.85,0,1,1,0,0,0,0
790,0,0,79.2,0,1,0,1,1,0,0
257,0,0,79.2,1,0,0,0,1,0,1
588,1,1,79.2,1,1,0,1,1,0,0
559,1,1,79.65,1,0,1,1,0,0,1
263,1,1,79.65,0,1,1,1,0,0,0
62,0,0,80.0,1,0,0,1,1,1,0
830,0,0,80.0,1,0,0,1,1,0,1
446,0,2,81.8583,1,1,0,1,0,1,1
35,1,0,82.1708,0,1,0,0,1,0,0
880,0,1,83.1583,1,0,1,0,1,0,1
311,0,0,83.1583,1,0,1,0,1,1,0
231,1,0,83.475,1,0,1,0,0,0,1
63,1,0,83.475,0,1,1,0,0,0,0
760,0,0,86.5,1,0,0,1,0,1,0
258,0,0,86.5,1,0,0,1,0,1,0
505,0,0,86.5,1,0,0,1,0,1,0
454,1,0,89.1042,1,1,1,0,1,0,0
225,1,0,90.0,1,1,1,0,0,0,0
487,1,0,90.0,1,0,1,0,0,0,1
413,1,0,90.0,1,0,1,0,0,1,0
246,2,0,90.0,0,1,1,0,0,0,0
485,1,0,91.0792,1,1,0,1,1,0,0
521,0,0,93.5,1,0,0,1,0,1,0
545,1,0,106.425,0,1,1,0,1,0,0
538,0,0,106.425,1,0,0,0,1,1,0
308,1,0,108.9,1,0,1,0,1,0,1
506,1,0,108.9,0,1,1,0,1,0,0
551,0,2,110.8833,1,1,1,0,1,0,0
699,1,1,110.8833,0,1,1,0,1,0,0
582,1,1,110.8833,1,0,1,0,1,0,1
394,1,0,113.275,1,0,0,0,1,1,0
436,1,2,120.0,1,0,0,1,0,1,0
764,1,2,120.0,1,0,0,1,0,0,1
391,1,2,120.0,1,1,0,1,0,0,0
661,2,0,133.65,1,1,0,0,0,0,0
335,1,0,133.65,1,0,0,0,0,0,1
338,0,0,134.5,1,0,1,1,1,1,0
270,0,0,135.6333,1,0,1,0,0,1,0
374,0,0,135.6333,0,1,0,0,1,0,0
326,0,0,135.6333,1,0,1,0,1,1,0
196,0,0,146.5208,1,0,0,1,1,1,0
306,1,2,151.55,1,1,1,0,0,1,1
709,0,0,151.55,1,0,0,0,0,1,0
499,1,2,151.55,0,0,1,0,0,0,1
298,1,2,151.55,0,0,1,0,0,1,0
610,0,0,153.4625,1,0,1,0,0,1,0
269,0,1,153.4625,1,0,1,0,0,0,1
333,0,1,153.4625,0,1,1,0,0,0,0
857,1,1,164.8667,1,0,0,0,0,0,1
319,0,2,164.8667,1,0,1,0,0,1,0
690,0,1,211.3375,1,0,0,1,0,1,0
780,0,1,211.3375,1,0,0,1,0,0,1
731,0,0,211.3375,1,0,0,1,0,1,0
378,0,2,211.5,0,1,1,0,1,0,0
701,1,0,227.525,1,0,1,0,1,0,1
381,0,0,227.525,1,0,0,0,1,1,0
717,0,0,227.525,1,0,1,0,1,1,0
558,0,0,227.525,0,1,0,0,1,0,0
119,0,1,247.5208,0,1,0,1,1,0,0
743,2,2,249.649045245,1,0,0,1,1,1,0
89,3,2,256.324522623,1,0,1,0,0,1,0
28,3,2,259.662261311,0,1,1,0,0,0,0
342,3,2,261.331130656,1,0,1,0,0,1,0
439,1,4,262.165565328,0,1,1,0,0,0,0
259,0,0,387.247382664,1,0,0,0,1,1,0
738,0,0,449.788291332,1,1,0,1,1,0,0
680,0,1,481.058745666,1,1,0,1,1,0,0
