PassengerId,Age,SibSp,Parch,Fare,Survived,Pclass_dum_3 class,Pclass_dum_1 class,Sex_dum_male,Ticket_dum_0,Ticket_dum_1,Ticket_dum_2,Ticket_dum_3,Ticket_dum_4,Cabin_dum_0,Cabin_dum_1,Cabin_dum_2,Cabin_dum_3,Embarked_dum_0,Embarked_dum_1,Embarked_dum_2,Title_dum_0,Title_dum_1,Title_dum_2,Title_dum_3
159,29.0405885542,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,21.0,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,17.0,0,0,8.6625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,31.0,0,0,8.6833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,24.0,0,0,8.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
874,47.0,0,0,9.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,22.0,0,0,9.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,16.0,0,0,9.2167,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,22.0,0,0,9.35,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
856,18.0,0,1,9.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,40.0,1,0,9.475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
714,29.0,0,0,9.4833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,28.0,0,0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,28.0,0,0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,24.0,0,0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,29.0,0,0,9.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,16.0,0,0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,20.0,0,0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,33.0,0,0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,29.0405885542,0,0,9.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,37.0,0,0,9.5875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
484,63.0,0,0,9.5875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
403,21.0,1,0,9.825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,20.0,1,0,9.825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
475,22.0,0,0,9.8375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
678,18.0,0,0,9.8417,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
688,19.0,0,0,10.1708,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2.0,0,1,10.4625,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
252,29.0,1,1,10.4625,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
243,29.0,0,0,10.5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
517,34.0,0,0,10.5,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
227,19.0,0,0,10.5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,21.0,0,0,10.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,30.0,0,0,10.5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,35.0,0,0,10.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,36.0,0,0,10.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,50.0,0,0,10.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
239,19.0,0,0,10.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,62.0,0,0,10.5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,50.0,0,0,10.5,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
718,27.0,0,0,10.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
673,68.5287697166,0,0,10.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,28.0,0,0,10.5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
235,24.0,0,0,10.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,26.0,0,0,10.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,16.0,0,0,10.5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
883,22.0,0,0,10.5167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,27.0,0,2,11.1333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173,1.0,1,1,11.1333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
870,4.0,1,1,11.1333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
126,12.0,1,0,11.2417,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
145,18.0,0,0,11.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,18.0,0,0,11.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,21.0,1,0,11.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,17.0,0,0,12.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
240,33.0,0,0,12.275,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
480,2.0,0,1,12.2875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,30.0,0,0,12.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
627,57.0,0,0,12.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
304,24.2699824247,0,0,12.35,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
80,30.0,0,0,12.475,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
752,6.0,0,1,12.475,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
824,27.0,0,1,12.475,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
151,51.0,0,0,12.525,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
400,28.0,0,0,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
347,40.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
344,25.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,25.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,23.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,18.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,24.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,24.0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
222,27.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,32.5,0,0,13.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
191,32.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,48.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,23.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,24.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
735,23.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,50.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,39.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,28.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,30.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,34.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,34.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,36.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,42.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
444,28.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
577,34.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
866,42.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
715,52.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,34.0,0,0,13.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
419,30.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,32.8417867659,0,0,13.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,19.0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,42.0,0,0,13.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,25.0,0,0,13.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,30.0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
692,4.0,0,1,13.4167,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
563,28.0,0,0,13.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,52.0,0,0,13.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,45.0,0,0,13.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,59.0,0,0,13.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,23.0,0,0,13.7917,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
867,27.0,1,0,13.8583,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
548,30.3424798882,0,0,13.8625,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
318,54.0,0,0,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
861,41.0,2,0,14.1083,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,34.0,1,1,14.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,28.0,1,1,14.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,26.0,1,0,14.4542,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
703,18.0,0,1,14.4542,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
241,15.4435762296,1,0,14.4542,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
112,14.5,1,0,14.4542,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
115,17.0,0,0,14.4583,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
496,26.2039560497,0,0,14.4583,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
133,47.0,1,0,14.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248,24.0,0,2,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
761,29.0405885542,0,0,14.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,0.67,1,1,14.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
576,19.0,0,0,14.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,40.5,0,2,14.5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,47.0,0,0,15.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,23.0,0,0,15.0458,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
182,30.3424798882,0,0,15.05,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
498,29.2063805714,0,0,15.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,27.317273735,0,2,15.2458,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
256,29.0,0,2,15.2458,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47,32.845746838,1,0,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
613,22.0853670178,1,0,15.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
242,22.0853670178,1,0,15.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
719,32.845746838,0,0,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
365,32.845746838,1,0,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,33.9590645232,1,0,15.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
189,40.0,1,1,15.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
623,20.0,1,1,15.7417,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
382,1.0,0,2,15.7417,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
162,40.0,0,0,15.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,33.0,3,0,15.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,24.0,1,0,15.85,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
404,28.0,1,0,15.85,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207,32.0,1,0,15.85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,3.0,1,1,15.9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
490,9.0,1,1,15.9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16,55.0,0,0,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
625,21.0,0,0,16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,30.1539062395,1,0,16.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,44.0,0,1,16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,30.1539062395,1,0,16.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
640,29.0405885542,1,0,16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,24.0,1,0,16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,30.0,1,0,16.1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,26.0,1,0,16.1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
736,28.5,0,0,16.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,24.0,0,2,16.7,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0
560,36.0,1,0,17.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
354,25.0,1,0,17.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,31.0,1,0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,18.0,2,0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
832,0.83,1,1,18.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
438,24.0,2,3,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
408,3.0,1,1,18.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
208,26.0,0,0,18.7875,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
732,11.0,0,0,18.7875,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
645,0.75,2,1,19.2583,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
859,24.0,0,3,19.2583,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
470,0.75,2,1,19.2583,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
273,41.0,0,1,19.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
452,29.0405885542,1,0,19.9667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,29.0405885542,1,0,19.9667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,18.0,1,1,20.2125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,35.0,1,1,20.25,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
747,16.0,1,1,20.25,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,31.0,1,1,20.525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
549,33.0,1,1,20.525,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,26.0,1,2,20.575,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,1.0,1,2,20.575,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
727,30.0,3,0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,27.0,1,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
406,34.0,1,0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,34.0,1,0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,29.0,1,0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,3.0,3,1,21.075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,8.0,3,1,21.075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
568,29.0,0,4,21.075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,2.0,3,1,21.075,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49,26.2039560497,2,0,21.6792,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185,4.0,0,2,22.025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,14.204324131,1,1,22.3583,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
534,27.317273735,0,2,22.3583,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
509,28.0,0,0,22.525,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,34.0,0,1,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
775,54.0,1,3,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
751,4.0,1,1,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
652,18.0,0,1,23.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,22.0853670178,2,0,23.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
302,32.845746838,2,0,23.25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784,28.1422652693,1,2,23.45,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
889,17.3818854491,1,2,23.45,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
875,28.0,1,0,24.0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
309,30.0,1,0,24.0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
800,30.0,1,1,24.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
769,32.845746838,1,0,24.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
812,39.0,0,0,24.15,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,10.0,0,2,24.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
566,24.0,2,0,24.15,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,36.0,1,1,24.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,32.845746838,0,0,24.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
177,6.01778868084,3,1,25.4667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
230,18.2802087341,3,1,25.4667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
410,18.2802087341,3,1,25.4667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
663,47.0,0,0,25.5875,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
863,48.0,0,0,25.9292,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
398,46.0,0,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,54.0,1,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
237,44.0,1,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,25.0,0,1,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
547,19.0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260,50.0,0,1,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
552,27.0,0,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,25.0,1,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,29.0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,29.0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
583,54.0,0,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,32.0,1,0,26.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,39.0,0,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,36.5,0,2,26.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
285,42.4000112529,0,0,26.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
792,16.0,0,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,33.0,0,2,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
317,24.0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
428,19.0,0,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531,2.0,1,1,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
194,3.0,1,1,26.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
100,34.0,1,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,42.0,1,0,26.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
21,35.0,0,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,2.0,1,1,26.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
315,43.0,1,1,26.25,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
802,31.0,1,1,26.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
238,8.0,0,2,26.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
638,31.0,1,1,26.25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,7.0,0,2,26.25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
441,45.0,1,1,26.25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
708,42.0,0,0,26.2875,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
702,35.0,0,0,26.2875,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
712,40.0168592672,0,0,26.55,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
457,64.1150788665,0,0,26.55,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
188,45.0,0,0,26.55,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,62.0,0,0,26.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,62.0,0,0,26.55,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
695,60.0,0,0,26.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
