Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1421,216000.0,RL,9.48683298051,9.36734412079,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,216.0,216.0,7622111232.0,7622111232.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,ALQ,404.0,Unf,0.0,28094464.0,708.0,GasA,Gd,Y,SBrkr,26.6082693913,354894912.0,0.0,37.6297754445,0.0,1.0,4.0,1.0,9.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,7622111232.0,RFn,4.0,776.0,TA,TA,Y,0.0,5.52877481368,0.0,0.0,119.0,0.0,,,,0.0,25.0,8072216216.0,WD,Normal,179900
651,216000.0,FV,8.0622577483,9.0027010072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,343.0,216.0,8084294343.0,8084294343.0,Gable,CompShg,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,537367797.0,813.0,GasA,Ex,Y,SBrkr,28.6705423737,599077107.0,0.0,40.8044115262,0.0,1.0,4.0,1.0,9.0,1.0,Gd,7.0,Typ,0.0,,Attchd,8084294343.0,RFn,4.0,562.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8096384512.0,WD,Normal,205950
840,125000.0,RL,8.36660026534,9.37305428246,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,125.0,216.0,7369338536.0,7940149875.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352.0,Unf,0.0,71991296.0,768.0,GasA,Ex,Y,SBrkr,27.7128129211,80621568.0,0.0,34.6410161514,0.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Typ,0.0,,Detchd,7369338536.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8096384512.0,WD,Normal,130500
920,8000.0,RL,9.32737905309,9.30828344631,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,216.0,512.0,7506509912.0,8024024008.0,Hip,CompShg,MetalSd,MetalSd,None,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,528.0,BLQ,69426531.0,14706125.0,1184.0,GasA,Ex,Y,SBrkr,37.6031913539,0.0,0.0,37.6031913539,1.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Min1,1.0,TA,Attchd,7880599000.0,Unf,4.0,601.0,TA,TA,Y,0.0,3.70842976927,0.0,0.0,190.0,0.0,,,,0.0,25.0,8096384512.0,WD,Normal,176500
469,8000.0,RL,9.89949493661,9.34382176335,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,512.0,125.0,8072216216.0,8072216216.0,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,4298942376.0,1626.0,GasA,Ex,Y,SBrkr,40.4227658628,0.0,0.0,40.4227658628,0.0,1.0,4.0,0.0,9.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,8072216216.0,RFn,9.0,866.0,TA,TA,Y,0.0,3.53034833533,0.0,0.0,0.0,0.0,,,,0.0,25.0,8084294343.0,WD,Normal,250000
816,8000.0,RL,6.92820323028,9.40401391711,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,343.0,125.0,7976023992.0,7976023992.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,4483962449.0,1649.0,GasA,Ex,Y,SBrkr,40.7553677446,0.0,0.0,40.7553677446,0.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,0.0,,Attchd,7976023992.0,RFn,4.0,598.0,TA,TA,Y,0.0,3.23961180128,0.0,0.0,0.0,0.0,,,,0.0,25.0,8120601000.0,WD,Normal,224900
1274,512000.0,RL,11.1355287257,9.35114524857,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,216.0,343.0,7518017079.0,8072216216.0,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,0.0,27000000.0,1019.0,GasA,Gd,Y,SBrkr,36.8374809128,0.0,0.0,36.8374809128,1.0,1.0,1.0,0.0,4.0,1.0,Ex,5.0,Typ,1.0,Gd,Basment,7518017079.0,RFn,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,163.0,0.0,,GdPrv,,0.0,25.0,8096384512.0,WD,Normal,177000
25,8000.0,RL,,9.01748351327,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,125.0,512.0,7622111232.0,8012006001.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,298077632.0,8489664.0,1060.0,GasA,Ex,Y,SBrkr,32.5576411922,0.0,0.0,32.5576411922,1.0,1.0,1.0,0.0,9.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,7622111232.0,Unf,1.0,270.0,TA,TA,Y,20.1494416796,4.48140474656,0.0,0.0,0.0,0.0,,MnPrv,,0.0,25.0,8120601000.0,WD,Normal,154000
724,125000.0,RL,7.74596669241,9.00846895594,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,64.0,216.0,7460598664.0,7668682048.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,833237621.0,941.0,GasA,Ex,Y,SBrkr,31.5753068077,105823817.0,0.0,38.3405790254,0.0,1.0,4.0,0.0,16.0,1.0,TA,7.0,Typ,0.0,,Detchd,7506509912.0,Unf,1.0,548.0,TA,TA,Y,0.0,0.0,0.0,0.0,156.0,0.0,,,,0.0,25.0,8096384512.0,WD,Normal,135000
1030,4096000.0,RM,4.58257569496,7.4265490724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,216.0,343.0,7668682048.0,7668682048.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,281.0,TA,TA,CBlock,TA,TA,No,BLQ,317.0,Unf,0.0,44738875.0,672.0,GasA,Gd,Y,SBrkr,25.9229627936,162771336.0,0.0,34.8998567332,0.0,2.71828182846,1.0,1.0,9.0,1.0,TA,7.0,Typ,0.0,,Detchd,7668682048.0,Unf,1.0,264.0,TA,TA,Y,0.0,3.03658897188,0.0,0.0,0.0,0.0,,,,0.0,25.0,8072216216.0,WD,Normal,118000
522,8000.0,RL,9.48683298051,9.39166142844,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,216.0,216.0,7495014493.0,7495014493.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,777.0,Unf,0.0,101847563.0,1244.0,GasA,Ex,Y,FuseA,35.2703841771,0.0,0.0,35.2703841771,0.0,1.0,1.0,1.0,9.0,1.0,TA,6.0,Typ,1.25992104989,Gd,Attchd,7495014493.0,Unf,1.0,336.0,TA,TA,Y,0.0,3.41995189335,0.0,0.0,0.0,0.0,,,,0.0,25.0,8084294343.0,WD,Normal,150000
1386,125000.0,RM,6.32455532034,8.60079877527,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,64.0,512.0,7100029448.0,8084294343.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,735.0,Unf,0.0,226981.0,796.0,GasA,Gd,Y,SBrkr,28.2134719593,45882712.0,0.0,33.9705755029,1.0,1.0,1.0,0.0,9.0,1.0,Gd,7.0,Typ,0.0,,Detchd,7100029448.0,Unf,1.0,240.0,TA,TA,N,0.0,4.57885697021,0.0,0.0,0.0,0.0,,MnPrv,,0.0,25.0,8120601000.0,WD,Normal,125500
1012,729000.0,RL,8.66025403784,9.19268543674,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,125.0,125.0,7587307125.0,7587307125.0,Hip,CompShg,AsphShn,AsphShn,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,N,SBrkr,40.7921561087,0.0,0.0,40.7921561087,0.0,1.0,4.0,0.0,16.0,4.0,TA,8.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8120601000.0,WD,Normal,100000
1185,8000.0,RL,7.07106781187,10.4668961387,Grvl,,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,125.0,64.0,7564163347.0,7564163347.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159.0,Unf,0.0,70444997.0,1572.0,GasA,Gd,Y,SBrkr,39.6484552032,0.0,0.0,39.6484552032,1.0,1.0,1.0,1.0,9.0,1.0,TA,5.0,Typ,1.25992104989,TA,2Types,7564163347.0,RFn,9.0,978.8815197,TA,TA,Y,0.0,6.40695857719,0.0,0.0,263.0,0.0,,,,0.0,25.0,8084294343.0,WD,Normal,186700
119,216000.0,RL,9.48683298051,9.42351439225,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,343.0,125.0,7880599000.0,7880599000.0,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470.0,Unf,0.0,8365427.0,1673.0,GasA,Gd,Y,SBrkr,41.218927691,3410499511.26,0.0,56.4029441083,1.0,1.0,9.0,0.0,25.0,1.0,Gd,11.0,Typ,1.25992104989,TA,Attchd,7880599000.0,Unf,9.0,594.0,TA,TA,Y,19.1572440607,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8120601000.0,WD,Normal,320000
1211,216000.0,RL,8.36660026534,9.32527491007,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,216.0,125.0,7904383488.0,7904383488.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1174241375.0,1055.0,GasA,Ex,Y,SBrkr,32.4807635378,493039000.0,0.0,42.9534631898,0.0,1.0,4.0,1.0,9.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,7904383488.0,RFn,4.0,462.0,TA,TA,Y,25.1992063367,4.70266937544,0.0,0.0,0.0,0.0,,GdPrv,Shed,7.36806299728,25.0,8120601000.0,WD,Normal,189000
735,8000.0,RL,,9.10253241934,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,125.0,125.0,7622111232.0,7622111232.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,851971392.0,948.0,GasA,TA,Y,SBrkr,30.7896086367,0.0,0.0,30.7896086367,0.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Typ,0.0,,Attchd,7622111232.0,Unf,1.0,300.0,TA,TA,Y,12.124355653,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8084294343.0,WD,Family,108000
171,125000.0,RM,,9.42205890562,Pave,,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,125.0,216.0,7312680621.0,7414875000.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,Unf,0.0,46656000.0,720.0,GasA,TA,Y,SBrkr,29.2232783924,0.0,8.00974421768,37.1752605909,0.0,1.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,,Detchd,7892485271.0,Unf,4.0,660.0,TA,TA,Y,15.3948043183,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8084294343.0,WD,Normal,128500
865,8000.0,FV,8.48528137424,9.0641578618,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,343.0,125.0,8084294343.0,8096384512.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,2582630848.0,1372.0,GasA,Ex,Y,SBrkr,37.0405183549,0.0,0.0,37.0405183549,0.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,0.0,,Attchd,8096384512.0,Fin,4.0,529.0,TA,TA,Y,0.0,5.19249410185,0.0,0.0,0.0,0.0,,,,0.0,25.0,8096384512.0,New,Partial,250580
251,27000.0,RL,7.4161984871,8.58485183989,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,27.0,27.0,7301384000.0,7598896696.0,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Po,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,385828352.0,728.0,GasA,Ex,Y,SBrkr,36.1386219992,0.0,0.0,36.1386219992,0.0,1.0,1.0,0.0,9.0,1.0,Fa,6.0,Mod,0.0,,,,,0.0,0.0,,,Y,16.2172747402,0.0,0.0,0.0,0.0,0.0,,GdWo,Shed,7.66309432394,25.0,8120601000.0,WD,Normal,76500
1136,27000.0,RM,7.74596669241,8.72907355045,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,216.0,125.0,7144450776.0,7414875000.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884736000.0,960.0,GasA,TA,N,SBrkr,31.4006369362,0.0,0.0,31.4006369362,0.0,1.0,1.0,0.0,4.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,7144450776.0,Unf,1.0,180.0,TA,TA,Y,0.0,5.03968419958,0.0,0.0,0.0,0.0,,,,0.0,25.0,8084294343.0,WD,Normal,102000
229,8000.0,RL,8.36660026534,9.05028898383,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,125.0,125.0,7610498063.0,7610498063.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842.0,Unf,0.0,343000.0,912.0,GasA,TA,Y,SBrkr,30.1993377411,0.0,0.0,30.1993377411,0.0,1.0,1.0,0.0,9.0,1.0,TA,5.0,Typ,1.0,Fa,Detchd,7692038424.0,Unf,1.0,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,25.0,8120601000.0,WD,Normal,125000
1232,729000.0,RL,8.36660026534,8.95260537589,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,125.0,216.0,7552609128.0,7552609128.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0.0,27818127.0,1106.0,GasA,TA,Y,SBrkr,34.4963766213,0.0,0.0,34.4963766213,1.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Typ,0.0,,Attchd,7552609128.0,Unf,4.0,540.0,TA,TA,Y,0.0,2.62074139421,0.0,0.0,0.0,0.0,,GdWo,,0.0,25.0,8072216216.0,WD,Normal,132500
578,512000.0,RL,9.79795897113,9.37390375584,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,125.0,216.0,7598896696.0,7598896696.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,167284151.0,23149125.0,1164.0,GasA,Ex,Y,SBrkr,36.3318042492,0.0,0.0,36.3318042492,1.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Typ,1.25992104989,Fa,Attchd,7598896696.0,RFn,4.0,564.0,TA,TA,Y,12.6491106407,4.08165510192,6.21446501191,0.0,0.0,0.0,,,,0.0,25.0,8072216216.0,WD,Abnorml,164500
1234,8000.0,RL,,9.40590715552,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,125.0,125.0,7518017079.0,7518017079.0,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000.0,Unf,0.0,6644672.0,1188.0,GasA,Fa,Y,SBrkr,34.4673758792,0.0,0.0,34.4673758792,1.0,1.0,1.0,0.0,9.0,1.0,TA,6.0,Typ,0.0,,Attchd,7518017079.0,RFn,4.0,531.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,25.0,8120601000.0,COD,Abnorml,142000
611,216000.0,RL,,9.31018570695,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,729.0,125.0,8000000000.0,8000000000.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,Unf,0.0,153990656.0,1440.0,GasA,Ex,Y,SBrkr,38.4187454246,310288733.0,0.0,46.4004310325,1.0,1.0,4.0,1.0,9.0,1.0,Ex,8.0,Typ,1.25992104989,Ex,Attchd,8000000000.0,Fin,9.0,736.0,TA,TA,Y,15.9059737206,5.21710344628,0.0,0.0,0.0,0.0,,,,0.0,25.0,8108486729.0,WD,Normal,313000
1309,8000.0,RM,10.0,9.39266192877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,125.0,343.0,7392083392.0,8060150125.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144.0,ALQ,224755712.0,5088448.0,924.0,GasA,Ex,Y,SBrkr,33.4962684489,0.0,0.0,33.4962684489,1.0,1.0,1.0,0.0,4.0,1.0,Gd,6.0,Typ,0.0,,Attchd,7392083392.0,Unf,4.0,528.0,TA,TA,Y,0.0,3.30192724889,0.0,0.0,0.0,0.0,,GdWo,,0.0,25.0,8096384512.0,WD,Normal,147000
1070,91125.0,RL,7.74596669241,9.16951837746,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,125.0,343.0,7403473349.0,8036054027.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220.0,Unf,0.0,244140625.0,845.0,GasA,TA,Y,SBrkr,29.883105595,0.0,0.0,29.883105595,0.0,2.71828182846,1.0,0.0,4.0,1.0,Gd,4.0,Typ,0.0,,Detchd,7821346625.0,Unf,4.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8084294343.0,WD,Normal,135000
742,8000.0,RL,8.0622577483,8.81996090129,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,216.0,512.0,7541066681.0,7952095936.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,832.0,Unf,0.0,512000.0,912.0,GasA,Gd,Y,SBrkr,30.1993377411,0.0,0.0,30.1993377411,1.0,2.71828182846,1.0,0.0,9.0,1.0,Gd,5.0,Typ,0.0,,Detchd,7552609128.0,Unf,1.0,288.0,TA,TA,Y,12.9614813968,0.0,0.0,0.0,0.0,0.0,,GdPrv,,0.0,25.0,8096384512.0,WD,Normal,142000
85,512000.0,RL,,9.05134464049,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,343.0,125.0,7940149875.0,7952095936.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,56623104.0,384.0,GasA,Gd,Y,SBrkr,28.3548937575,300763000.0,0.0,38.3927076409,0.0,1.0,4.0,1.0,9.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,7940149875.0,Fin,4.0,400.0,TA,TA,Y,10.9544511501,4.1601676461,0.0,0.0,0.0,0.0,,,Shed,8.87904001743,25.0,8108486729.0,WD,Normal,168500
642,216000.0,FV,,8.86078289581,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,343.0,125.0,8012006001.0,8012006001.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,32461759.0,1057.0,GasA,Ex,Y,SBrkr,32.511536414,663054848.0,0.0,43.920382512,1.0,1.0,4.0,1.0,9.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,8012006001.0,Fin,4.0,650.0,TA,TA,Y,0.0,6.17100579278,0.0,0.0,0.0,0.0,,,,0.0,25.0,8084294343.0,WD,Normal,226000
425,8000.0,RL,8.48528137424,9.10497985632,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,216.0,125.0,7483530816.0,7483530816.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,195112000.0,1196.0,GasA,Gd,Y,FuseA,34.5832329316,0.0,0.0,34.5832329316,1.0,1.0,1.0,0.0,4.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,7483530816.0,RFn,1.0,297.0,TA,TA,Y,0.0,3.53034833533,0.0,0.0,0.0,0.0,,,,0.0,25.0,8096384512.0,WD,Normal,139000
158,216000.0,RL,9.59166304663,9.39291189753,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,512.0,125.0,8108486729.0,8108486729.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,463684824.0,774.0,GasA,Ex,Y,SBrkr,27.8208554865,1702209384.0,0.0,44.3621460256,0.0,1.0,4.0,1.0,16.0,1.0,Ex,8.0,Typ,1.0,Gd,BuiltIn,8108486729.0,Fin,9.0,680.0,TA,TA,Y,0.0,4.21716332651,0.0,0.0,0.0,0.0,,,,0.0,25.0,8120601000.0,New,Partial,269500
540,8000.0,RL,,9.34338414573,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,512.0,125.0,8012006001.0,8024024008.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0.0,11089567.0,1581.0,GasA,Ex,Y,SBrkr,40.0124980475,0.0,0.0,40.0124980475,1.0,1.0,4.0,0.0,9.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,8012006001.0,RFn,4.0,670.0,TA,TA,Y,13.416407865,0.0,0.0,0.0,0.0,0.0,,MnPrv,Shed,11.7622772871,25.0,8120601000.0,WD,Normal,272000
490,5832000.0,RM,4.58257569496,7.33040521184,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,64.0,512.0,7645373000.0,8024024008.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515.0,Unf,0.0,1520875.0,630.0,GasA,TA,Y,SBrkr,25.099800796,0.0,0.0,25.099800796,1.0,1.0,1.0,0.0,1.0,1.0,Gd,3.0,Typ,0.0,,Attchd,7645373000.0,Unf,1.0,286.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8108486729.0,WD,Normal,86000
1087,4096000.0,RM,,7.58781721999,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,64.0,125.0,7680354317.0,7680354317.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334.0,Unf,0.0,9528128.0,546.0,GasA,TA,Y,SBrkr,23.3666428911,162771336.0,0.0,33.0454232837,0.0,1.0,1.0,1.0,9.0,1.0,TA,6.0,Typ,0.0,,Attchd,7680354317.0,RFn,1.0,286.0,TA,TA,Y,10.9544511501,4.57885697021,0.0,0.0,0.0,0.0,,,,0.0,25.0,8120601000.0,WD,Normal,83500
1333,8000.0,RL,8.18535277187,9.09121894107,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,64.0,216.0,7278825672.0,7506509912.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690.0,Unf,0.0,2000376.0,816.0,GasA,Ex,Y,SBrkr,28.5657137142,0.0,0.0,28.5657137142,1.0,1.0,1.0,0.0,4.0,1.0,TA,3.0,Typ,1.0,Gd,Detchd,7506509912.0,Unf,1.0,288.0,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,25.0,8108486729.0,WD,Normal,100000
1458,343000.0,RL,8.12403840464,9.10963566785,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,343.0,729.0,7312680621.0,8072216216.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,275.0,Unf,0.0,674526133.0,1152.0,GasA,Ex,Y,SBrkr,34.4673758792,1528823808.0,0.0,48.3735464898,0.0,1.0,4.0,0.0,16.0,1.0,Gd,9.0,Typ,1.25992104989,Gd,Attchd,7312680621.0,RFn,1.0,252.0,TA,TA,Y,0.0,3.91486764117,0.0,0.0,0.0,0.0,,GdPrv,Shed,13.0333409652,25.0,8120601000.0,WD,Normal,266500
206,8000.0,RL,9.94987437107,9.38016753119,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,343.0,125.0,7880599000.0,7880599000.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,2887553024.0,1424.0,GasA,Ex,Y,SBrkr,37.9736750921,0.0,0.0,37.9736750921,0.0,1.0,4.0,0.0,9.0,1.0,TA,5.0,Typ,0.0,,Attchd,7880599000.0,RFn,4.0,500.0,TA,TA,Y,0.0,3.23961180128,0.0,7.51476797873,0.0,0.0,,,,0.0,25.0,8108486729.0,WD,Normal,180500
